episode_id,step,turn,select_type,option_index,option_type,won,mistake_category
1,4,0,1,0,3,1,NONE
1,5,0,1,0,3,1,NONE
1,7,2,0,0,8,1,NONE
1,8,2,0,0,8,1,NONE
1,9,2,0,0,10,1,NONE
1,10,2,1,0,3,1,NONE
1,11,2,0,0,14,1,NONE
1,12,2,0,0,14,1,NONE
1,17,4,0,1,10,1,NONE
1,18,4,0,0,7,1,NONE
1,19,4,1,0,3,1,NONE
1,20,4,1,0,3,1,NONE
1,20,4,1,1,3,1,NONE
1,20,4,1,2,3,1,NONE
1,21,4,1,0,3,1,NONE
1,22,4,1,0,3,1,NONE
1,23,4,1,0,3,1,NONE
1,24,4,0,0,7,1,NONE
1,25,4,1,0,3,1,NONE
1,26,4,0,0,8,1,NONE
1,27,4,0,0,9,1,NONE
1,28,4,0,0,10,1,NONE
1,29,4,1,0,3,1,NONE
1,30,4,0,0,13,1,NONE
1,31,4,5,0,15,1,NONE
1,32,4,1,0,3,1,NONE
1,32,4,1,1,3,1,NONE
1,33,4,1,0,3,1,NONE
1,48,6,1,4,3,1,NONE
1,49,6,0,0,8,1,NONE
1,50,6,0,0,10,1,NONE
1,51,6,1,0,3,1,NONE
1,52,6,0,0,14,1,NONE
1,53,6,5,0,15,1,NONE
1,54,6,1,0,3,1,NONE
1,55,6,1,0,3,1,NONE
1,65,8,1,2,3,1,NONE
1,66,8,0,0,8,1,NONE
1,67,8,1,4,3,1,NONE
1,68,8,1,0,3,1,NONE
1,68,8,1,1,3,1,NONE
1,69,8,0,0,8,1,NONE
1,70,8,0,2,8,1,NONE
1,71,8,0,0,10,1,NONE
1,72,8,1,0,3,1,NONE
1,73,8,0,0,13,1,NONE
1,74,8,5,0,15,1,NONE
1,75,8,1,0,3,1,NONE
1,76,8,1,0,3,1,NONE
1,85,10,1,0,3,1,NONE
1,86,10,0,0,9,1,NONE
1,87,10,1,2,3,1,NONE
1,88,10,1,0,3,1,NONE
1,88,10,1,1,3,1,NONE
1,89,10,0,0,9,1,NONE
1,90,10,0,2,10,1,NONE
1,91,10,0,0,10,1,NONE
1,92,10,1,0,3,1,NONE
1,93,10,0,0,13,1,NONE
1,94,10,1,0,3,1,NONE
1,95,10,1,0,3,1,NONE
1,95,10,1,1,3,1,NONE
1,95,10,1,2,3,1,NONE
1,97,10,1,0,3,1,NONE
1,97,10,1,1,3,1,NONE
1,98,10,1,0,3,1,NONE
1,101,12,0,0,7,1,NONE
1,102,12,0,0,10,1,NONE
1,103,12,1,0,3,1,NONE
1,104,12,0,0,13,1,NONE
1,105,12,1,0,3,1,NONE
1,106,12,1,0,3,1,NONE
2,2,0,1,0,3,1,NONE
2,3,0,1,0,3,1,NONE
2,5,1,0,0,8,1,NONE
2,6,1,1,4,3,1,NONE
2,7,1,1,0,3,1,NONE
2,7,1,1,1,3,1,NONE
2,8,1,0,0,8,1,NONE
2,9,1,0,4,8,1,NONE
2,10,1,0,0,14,1,NONE
2,11,1,0,0,14,1,NONE
2,15,3,0,3,13,1,NONE
2,16,3,0,0,13,1,NONE
2,17,3,1,0,3,1,NONE
2,18,3,1,0,3,1,NONE
3,3,0,1,0,3,0,NONE
3,6,1,1,0,3,0,NONE
3,6,1,1,1,3,0,NONE
3,7,1,0,0,8,0,NONE
3,8,1,0,0,14,0,NONE
3,9,1,0,0,14,0,NONE
3,12,3,0,0,13,0,NONE
3,13,3,0,0,13,0,NONE
3,21,5,0,0,13,0,NONE
3,22,5,0,0,13,0,NONE
3,26,7,0,0,8,0,NONE
3,27,7,0,0,13,0,NONE
3,28,7,0,0,13,0,NONE
3,30,9,0,2,8,0,NONE
3,31,9,0,0,13,0,NONE
3,32,9,0,0,13,0,NONE
3,36,11,0,1,7,0,NONE
3,37,11,0,3,13,0,NONE
3,39,13,0,1,7,0,NONE
3,40,13,0,3,13,0,NONE
4,2,0,1,0,3,0,NONE
4,3,0,1,0,3,0,NONE
4,5,1,0,0,7,0,NONE
4,6,1,0,0,8,0,NONE
4,7,1,1,2,3,0,NONE
4,8,1,1,0,3,0,NONE
4,8,1,1,1,3,0,NONE
4,9,1,0,0,7,0,NONE
4,10,1,1,0,3,0,NONE
4,11,1,1,0,3,0,NONE
4,11,1,1,1,3,0,NONE
4,12,1,0,0,7,0,NONE
4,13,1,0,0,10,0,NONE
4,14,1,1,0,3,0,NONE
4,15,1,0,0,14,0,NONE
4,16,1,0,0,14,0,NONE
4,35,3,0,1,10,0,NONE
4,36,3,0,0,10,0,NONE
4,37,3,1,0,3,0,NONE
4,38,3,0,0,14,0,NONE
4,39,3,0,0,14,0,NONE
4,48,5,0,0,10,0,NONE
4,49,5,1,0,3,0,NONE
4,50,5,0,0,13,0,NONE
4,51,5,0,0,13,0,NONE
4,56,7,1,0,3,0,NONE
4,57,7,0,0,14,0,NONE
4,58,7,0,0,14,0,NONE
4,64,9,0,0,10,0,NONE
4,65,9,1,0,3,0,NONE
4,66,9,0,0,13,0,NONE
4,67,9,0,0,13,0,NONE
4,75,11,0,0,10,0,NONE
4,76,11,1,0,3,0,NONE
4,77,11,0,0,14,0,NONE
4,78,11,0,0,14,0,NONE
4,84,13,0,0,8,0,NONE
4,85,13,0,1,7,0,NONE
4,86,13,1,0,3,0,NONE
4,87,13,1,0,3,0,NONE
4,87,13,1,1,3,0,NONE
4,88,13,1,0,3,0,NONE
4,89,13,1,0,3,0,NONE
4,90,13,0,0,7,0,NONE
4,91,13,0,0,7,0,NONE
4,92,13,1,0,3,0,NONE
4,93,13,0,0,8,0,NONE
4,94,13,0,0,9,0,NONE
4,95,13,0,0,10,0,NONE
4,96,13,1,0,3,0,NONE
4,97,13,0,0,13,0,NONE
4,98,13,1,0,3,0,NONE
4,99,13,1,0,3,0,NONE
4,107,15,0,3,8,0,NONE
4,108,15,0,3,10,0,NONE
4,110,15,0,0,7,0,NONE
4,112,15,1,0,3,0,NONE
4,112,15,1,1,3,0,NONE
4,113,15,1,0,3,0,NONE
4,120,17,0,0,7,0,NONE
4,121,17,1,0,3,0,NONE
4,122,17,0,0,8,0,NONE
4,123,17,0,2,10,0,NONE
4,124,17,0,0,10,0,NONE
4,125,17,1,0,3,0,NONE
4,126,17,0,0,14,0,NONE
4,127,17,0,0,14,0,NONE
4,135,19,0,0,7,0,NONE
4,136,19,0,2,13,0,NONE
4,137,19,1,2,3,0,NONE
4,138,19,1,0,3,0,NONE
4,140,19,1,0,3,0,NONE
4,147,21,0,0,8,0,NONE
4,148,21,0,5,8,0,NONE
4,149,21,0,0,10,0,NONE
4,150,21,1,0,3,0,NONE
4,151,21,0,0,14,0,NONE
4,152,21,0,0,14,0,NONE
5,4,0,1,0,3,1,NONE
5,6,0,1,0,3,1,NONE
5,10,2,0,0,8,1,NONE
5,11,2,0,0,7,1,NONE
5,12,2,1,0,3,1,NONE
5,13,2,0,0,10,1,NONE
5,14,2,1,0,3,1,NONE
5,15,2,0,0,14,1,NONE
5,16,2,0,0,14,1,NONE
5,27,4,0,1,10,1,NONE
5,28,4,0,0,10,1,NONE
5,29,4,1,0,3,1,NONE
5,30,4,0,0,13,1,NONE
5,31,4,0,0,13,1,NONE
5,37,6,0,0,8,1,NONE
5,38,6,0,0,7,1,NONE
5,39,6,0,0,10,1,NONE
5,40,6,1,0,3,1,NONE
5,41,6,0,0,14,1,NONE
5,42,6,0,0,14,1,NONE
5,50,8,0,1,14,1,NONE
5,51,8,1,0,3,1,NONE
5,52,8,0,0,13,1,NONE
5,53,8,0,0,13,1,NONE
5,60,10,0,0,8,1,NONE
5,61,10,0,0,7,1,NONE
5,62,10,0,0,9,1,NONE
5,63,10,0,0,10,1,NONE
5,64,10,1,0,3,1,NONE
5,65,10,0,0,14,1,NONE
5,66,10,0,0,14,1,NONE
5,71,12,0,0,7,1,NONE
5,73,12,0,0,7,1,NONE
5,74,12,0,0,7,1,NONE
5,75,12,1,0,3,1,NONE
5,76,12,1,0,3,1,NONE
5,76,12,1,1,3,1,NONE
5,77,12,0,0,7,1,NONE
5,78,12,0,0,13,1,NONE
5,79,12,0,0,13,1,NONE
5,86,14,0,0,8,1,NONE
5,87,14,0,0,7,1,NONE
5,88,14,1,0,3,1,NONE
5,89,14,0,0,10,1,NONE
5,90,14,1,0,3,1,NONE
5,91,14,0,0,14,1,NONE
5,92,14,0,0,14,1,NONE
5,98,16,0,0,10,1,NONE
5,99,16,1,0,3,1,NONE
5,100,16,0,0,13,1,NONE
5,101,16,1,0,3,1,NONE
5,102,16,1,0,3,1,NONE
5,108,18,0,0,10,1,NONE
5,109,18,1,0,3,1,NONE
5,110,18,0,0,13,1,NONE
5,111,18,0,0,13,1,NONE
5,117,20,0,0,8,1,NONE
5,118,20,0,0,13,1,NONE
5,119,20,1,0,3,1,NONE
5,120,20,1,0,3,1,NONE
5,120,20,1,1,3,1,NONE
5,120,20,1,2,3,1,NONE
5,126,22,0,5,13,1,NONE
5,128,22,0,0,8,1,NONE
5,129,22,0,0,8,1,NONE
5,130,22,0,0,13,1,NONE
5,131,22,1,0,3,1,NONE
5,132,22,1,0,3,1,NONE
5,132,22,1,1,3,1,NONE
6,2,0,1,0,3,1,NONE
6,3,0,1,0,3,1,NONE
6,5,1,0,0,8,1,NONE
6,6,1,0,4,8,1,NONE
6,7,1,0,0,14,1,NONE
6,8,1,0,0,14,1,NONE
6,12,3,1,4,3,1,NONE
6,13,3,0,0,8,1,NONE
6,14,3,0,0,9,1,NONE
6,15,3,0,2,10,1,NONE
6,16,3,0,0,10,1,NONE
6,17,3,1,0,3,1,NONE
6,18,3,0,0,14,1,NONE
6,19,3,0,0,14,1,NONE
6,22,5,0,4,8,1,NONE
6,23,5,1,0,3,1,NONE
6,24,5,1,0,3,1,NONE
6,24,5,1,1,3,1,NONE
6,25,5,0,0,8,1,NONE
6,26,5,0,4,8,1,NONE
6,27,5,0,0,7,1,NONE
6,28,5,0,0,10,1,NONE
6,29,5,1,0,3,1,NONE
6,30,5,0,0,13,1,NONE
6,31,5,1,0,3,1,NONE
6,32,5,1,0,3,1,NONE
7,4,0,1,0,3,1,NONE
7,10,2,0,5,8,1,NONE
7,12,2,1,0,3,1,NONE
7,12,2,1,1,3,1,NONE
7,12,2,1,2,3,1,NONE
7,13,2,1,0,3,1,NONE
7,14,2,1,0,3,1,NONE
7,15,2,1,0,3,1,NONE
7,16,2,0,0,8,1,NONE
7,17,2,1,4,3,1,NONE
7,18,2,1,0,3,1,NONE
7,18,2,1,1,3,1,NONE
7,19,2,0,0,8,1,NONE
7,20,2,0,3,14,1,NONE
7,21,2,0,0,8,1,NONE
7,22,2,0,0,13,1,NONE
7,23,2,1,0,3,1,NONE
7,24,2,1,0,3,1,NONE
7,26,4,1,1,3,1,NONE
7,27,4,0,0,8,1,NONE
7,28,4,0,0,9,1,NONE
7,29,4,0,0,13,1,NONE
7,30,4,1,0,3,1,NONE
7,31,4,1,0,3,1,NONE
8,2,0,9,0,1,1,NONE
8,4,0,1,0,3,1,NONE
8,6,1,0,0,8,1,NONE
8,6,1,0,1,8,1,NONE
8,7,1,1,3,3,1,NONE
8,8,1,0,0,8,1,NONE
8,9,1,0,0,14,1,NONE
8,10,1,0,0,14,1,NONE
8,14,3,0,1,9,1,NONE
8,15,3,1,0,3,1,NONE
8,16,3,0,0,9,1,NONE
8,17,3,1,2,3,1,NONE
8,18,3,1,0,3,1,NONE
8,18,3,1,1,3,1,NONE
8,19,3,1,0,3,1,NONE
8,20,3,1,0,3,1,NONE
8,21,3,1,0,3,1,NONE
8,22,3,0,0,7,1,NONE
8,23,3,1,0,3,1,NONE
8,24,3,0,0,8,1,NONE
8,25,3,0,3,9,1,NONE
8,26,3,0,0,9,1,NONE
8,27,3,0,0,10,1,NONE
8,28,3,1,0,3,1,NONE
8,29,3,0,0,14,1,NONE
8,30,3,0,0,14,1,NONE
8,32,5,0,0,8,1,NONE
8,33,5,0,0,9,1,NONE
8,34,5,0,0,10,1,NONE
8,35,5,1,0,3,1,NONE
8,36,5,0,0,13,1,NONE
8,37,5,1,0,3,1,NONE
8,38,5,1,0,3,1,NONE
9,4,0,1,0,3,0,NONE
9,13,2,0,1,8,0,NONE
9,14,2,1,0,3,0,NONE
9,15,2,0,0,8,0,NONE
9,16,2,0,1,8,0,NONE
9,17,2,0,0,13,0,NONE
9,18,2,0,0,13,0,NONE
9,27,4,0,0,13,0,NONE
9,28,4,0,0,13,0,NONE
9,37,6,0,0,13,0,NONE
9,38,6,0,0,13,0,NONE
10,2,0,1,0,3,1,NONE
10,3,0,1,0,3,1,NONE
10,6,1,1,1,3,1,NONE
10,7,1,1,0,3,1,NONE
10,7,1,1,1,3,1,NONE
10,7,1,1,2,3,1,NONE
10,8,1,1,0,3,1,NONE
10,9,1,1,0,3,1,NONE
10,10,1,1,0,3,1,NONE
10,11,1,0,0,8,1,NONE
10,12,1,0,1,8,1,NONE
10,13,1,1,2,3,1,NONE
10,14,1,0,0,8,1,NONE
10,15,1,0,4,10,1,NONE
10,16,1,0,0,8,1,NONE
10,17,1,0,0,10,1,NONE
10,18,1,1,0,3,1,NONE
10,19,1,0,0,14,1,NONE
10,20,1,0,0,14,1,NONE
10,31,3,0,6,14,1,NONE
10,32,3,1,2,3,1,NONE
10,33,3,0,0,9,1,NONE
10,34,3,0,0,9,1,NONE
10,35,3,0,0,10,1,NONE
10,36,3,1,0,3,1,NONE
10,37,3,0,0,13,1,NONE
10,38,3,1,0,3,1,NONE
10,39,3,1,0,3,1,NONE
10,41,3,1,0,3,1,NONE
10,49,5,1,0,3,1,NONE
10,50,5,0,0,7,1,NONE
10,51,5,1,0,3,1,NONE
10,52,5,1,0,3,1,NONE
10,52,5,1,1,3,1,NONE
10,53,5,0,0,7,1,NONE
10,54,5,0,0,10,1,NONE
10,55,5,1,0,3,1,NONE
10,56,5,0,0,14,1,NONE
10,57,5,0,0,14,1,NONE
10,63,7,0,0,10,1,NONE
10,64,7,1,0,3,1,NONE
10,65,7,0,0,13,1,NONE
10,66,7,1,0,3,1,NONE
10,67,7,1,0,3,1,NONE
10,67,7,1,1,3,1,NONE
10,67,7,1,2,3,1,NONE
10,69,7,1,0,3,1,NONE
10,72,9,0,1,8,1,NONE
10,73,9,0,2,8,1,NONE
10,74,9,0,0,10,1,NONE
10,75,9,1,0,3,1,NONE
10,76,9,0,0,13,1,NONE
10,77,9,1,0,3,1,NONE
10,78,9,1,0,3,1,NONE
10,78,9,1,1,3,1,NONE
11,4,0,1,0,3,1,NONE
11,6,1,0,0,8,1,NONE
11,7,1,1,2,3,1,NONE
11,8,1,0,0,8,1,NONE
11,9,1,1,4,3,1,NONE
11,10,1,1,0,3,1,NONE
11,10,1,1,1,3,1,NONE
11,11,1,0,0,8,1,NONE
11,12,1,0,0,14,1,NONE
11,13,1,0,0,14,1,NONE
11,18,3,0,0,8,1,NONE
11,19,3,1,6,3,1,NONE
11,20,3,1,0,3,1,NONE
11,20,3,1,1,3,1,NONE
11,21,3,0,0,8,1,NONE
11,22,3,0,6,8,1,NONE
11,23,3,0,0,9,1,NONE
11,24,3,0,0,13,1,NONE
11,25,3,1,0,3,1,NONE
11,26,3,1,0,3,1,NONE
11,41,5,1,0,3,1,NONE
11,42,5,0,0,8,1,NONE
11,44,5,0,0,8,1,NONE
11,45,5,0,0,9,1,NONE
11,46,5,0,0,10,1,NONE
11,47,5,1,0,3,1,NONE
11,48,5,0,0,14,1,NONE
11,49,5,0,0,14,1,NONE
11,54,7,1,3,3,1,NONE
11,55,7,0,0,8,1,NONE
11,56,7,0,0,10,1,NONE
11,57,7,1,0,3,1,NONE
11,58,7,0,0,13,1,NONE
11,59,7,1,0,3,1,NONE
11,60,7,1,0,3,1,NONE
12,2,0,9,0,1,1,NONE
12,4,0,1,0,3,1,NONE
12,7,1,0,0,8,1,NONE
12,8,1,0,4,14,1,NONE
12,9,1,0,0,14,1,NONE
12,10,1,0,0,14,1,NONE
12,13,3,0,2,8,1,NONE
12,14,3,0,3,8,1,NONE
12,15,3,0,0,9,1,NONE
12,16,3,0,0,10,1,NONE
12,17,3,1,0,3,1,NONE
12,18,3,0,0,14,1,NONE
12,19,3,0,0,14,1,NONE
12,21,5,0,0,9,1,NONE
12,22,5,0,0,10,1,NONE
12,23,5,1,0,3,1,NONE
12,24,5,0,0,13,1,NONE
12,25,5,1,0,3,1,NONE
12,26,5,1,0,3,1,NONE
13,3,0,1,0,3,1,NONE
13,5,0,8,0,0,1,NONE
13,7,0,1,0,3,1,NONE
13,7,0,1,1,3,1,NONE
13,12,2,0,0,8,1,NONE
13,13,2,0,3,8,1,NONE
13,14,2,0,0,13,1,NONE
13,15,2,0,0,13,1,NONE
13,21,4,0,0,13,1,NONE
13,22,4,0,0,13,1,NONE
13,24,6,0,0,13,1,NONE
13,25,6,0,0,13,1,NONE
13,30,7,1,0,3,1,NONE
13,32,8,0,0,7,1,NONE
13,33,8,1,0,3,1,NONE
13,34,8,0,0,7,1,NONE
13,35,8,0,0,10,1,NONE
13,36,8,1,0,3,1,NONE
13,37,8,0,0,14,1,NONE
13,38,8,0,0,14,1,NONE
13,41,9,1,0,3,1,NONE
13,43,10,0,0,7,1,NONE
13,44,10,0,0,9,1,NONE
13,45,10,0,1,10,1,NONE
13,46,10,0,0,10,1,NONE
13,47,10,1,0,3,1,NONE
13,48,10,0,0,14,1,NONE
13,49,10,0,0,14,1,NONE
13,52,12,0,0,8,1,NONE
13,53,12,0,0,10,1,NONE
13,54,12,1,0,3,1,NONE
13,55,12,0,0,13,1,NONE
13,56,12,0,0,13,1,NONE
13,59,13,1,0,3,1,NONE
13,61,14,0,1,10,1,NONE
13,62,14,1,0,3,1,NONE
13,63,14,0,0,7,1,NONE
13,64,14,1,0,3,1,NONE
13,65,14,1,0,3,1,NONE
13,65,14,1,1,3,1,NONE
13,66,14,0,0,7,1,NONE
13,67,14,0,0,10,1,NONE
13,68,14,1,0,3,1,NONE
13,69,14,0,0,14,1,NONE
13,70,14,0,0,14,1,NONE
13,74,16,0,0,10,1,NONE
13,75,16,1,0,3,1,NONE
13,76,16,0,0,13,1,NONE
13,77,16,1,0,3,1,NONE
13,78,16,1,0,3,1,NONE
13,78,16,1,1,3,1,NONE
13,78,16,1,2,3,1,NONE
13,83,18,0,1,13,1,NONE
13,84,18,1,0,3,1,NONE
13,85,18,0,0,13,1,NONE
13,86,18,0,0,13,1,NONE
13,89,20,0,0,8,1,NONE
13,90,20,0,0,10,1,NONE
13,91,20,1,0,3,1,NONE
13,92,20,0,0,14,1,NONE
13,93,20,0,0,14,1,NONE
13,96,22,0,0,10,1,NONE
13,97,22,1,0,3,1,NONE
13,98,22,0,0,13,1,NONE
13,99,22,1,0,3,1,NONE
13,100,22,1,0,3,1,NONE
14,2,0,1,0,3,0,NONE
14,3,0,1,0,3,0,NONE
14,6,1,0,0,8,0,NONE
14,7,1,0,0,14,0,NONE
14,8,1,0,0,14,0,NONE
14,13,3,0,0,13,0,NONE
14,14,3,0,0,13,0,NONE
14,24,5,1,5,3,0,NONE
14,25,5,0,0,8,0,NONE
